text,intent
Steer right carefully to avoid collisions,TURN_RIGHT
Please turn right to clear the space,TURN_RIGHT
Rotate right to make room,TURN_RIGHT
Pivot right to get a closer look,TURN_RIGHT
Swing right to inspect the item,TURN_RIGHT
Steer right to shorten the distance,TURN_RIGHT
Turn right to close the gap,TURN_RIGHT
Rotate right to reduce the space,TURN_RIGHT
Pivot right to minimize the distance,TURN_RIGHT
Swing right to reach the destination,TURN_RIGHT
Steer right until you are close,TURN_RIGHT
Turn right until you are near,TURN_RIGHT
Rotate right until you arrive,TURN_RIGHT
Pivot right until you are there,TURN_RIGHT
Swing right until you get closer,TURN_RIGHT
Steer right until positioned correctly,TURN_RIGHT
Turn right to align your base,TURN_RIGHT
Rotate right to center yourself,TURN_RIGHT
Pivot right to adjust your position,TURN_RIGHT
Swing right to calibrate direction,TURN_RIGHT
Steer right to verify the path,TURN_RIGHT
Turn right as per the layout,TURN_RIGHT
Rotate right according to plan,TURN_RIGHT
Pivot right on the grid,TURN_RIGHT
Swing right along the coordinates,TURN_RIGHT
Steer right on the specified route,TURN_RIGHT
Travel right on the current vector,TURN_RIGHT
Head right to the target zone,TURN_RIGHT
Turn right to the charging station,TURN_RIGHT
Rotate right to the docking area,TURN_RIGHT
Pivot right to the inspection point,TURN_RIGHT
Swing right to the drop-off location,TURN_RIGHT
Steer right to the pickup spot,TURN_RIGHT
Turn right toward the main entrance,TURN_RIGHT
Rotate right toward the exit sign,TURN_RIGHT
Pivot right toward the lights,TURN_RIGHT
Swing right toward the sensor marker,TURN_RIGHT
Steer right toward the camera view,TURN_RIGHT
Turn right into the scanning field,TURN_RIGHT
Rotate right into the workspace,TURN_RIGHT
Pivot right into the center room,TURN_RIGHT
Swing right into the designated lane,TURN_RIGHT
Steer right into the storage unit,TURN_RIGHT
Turn right with a minimal increment,TURN_RIGHT
Rotate right with a slight nudge,TURN_RIGHT
Pivot right by a tiny fraction,TURN_RIGHT
Swing right just a hair,TURN_RIGHT
Steer right by a small step,TURN_RIGHT
Turn right one degree,TURN_RIGHT
Rotate right five degrees,TURN_RIGHT
Pivot right ten degrees,TURN_RIGHT
Swing right fifteen degrees,TURN_RIGHT
Steer right twenty degrees,TURN_RIGHT
Turn right along the centerline,TURN_RIGHT
Rotate right down the main path,TURN_RIGHT
Pivot right on the track,TURN_RIGHT
Swing right via the straight route,TURN_RIGHT
Steer right through the clear opening,TURN_RIGHT
Arm up,ARM_UP
Raise arm,ARM_UP
Lift arm,ARM_UP
Elevate arm,ARM_UP
Move arm up,ARM_UP
Bring arm up,ARM_UP
Raise the manipulator,ARM_UP
Lift the manipulator,ARM_UP
Elevate the manipulator,ARM_UP
Move manipulator up,ARM_UP
Bring manipulator up,ARM_UP
Raise robot arm,ARM_UP
Lift robot arm,ARM_UP
Elevate robot arm,ARM_UP
Move robot arm up,ARM_UP
Bring robot arm up,ARM_UP
Raise the mechanical arm,ARM_UP
Lift the mechanical arm,ARM_UP
Elevate the mechanical arm,ARM_UP
Move mechanical arm up,ARM_UP
Bring mechanical arm up,ARM_UP
Please arm up,ARM_UP
Please raise arm,ARM_UP
Please lift arm,ARM_UP
Please elevate arm,ARM_UP
Kindly move arm up,ARM_UP
Could you bring arm up,ARM_UP
Could you raise the manipulator,ARM_UP
Would you mind lifting the arm,ARM_UP
Can you elevate the arm for me,ARM_UP
I need you to move arm up,ARM_UP
I want you to bring arm up,ARM_UP
Please continue raising arm,ARM_UP
Keep lifting arm,ARM_UP
Keep elevating arm,ARM_UP
Continue moving arm up,ARM_UP
Maintain upward arm movement,ARM_UP
Raise arm slowly,ARM_UP
Lift arm carefully,ARM_UP
Elevate arm with caution,ARM_UP
Bring arm up gently,ARM_UP
Arm up a little bit,ARM_UP
Raise arm just a bit,ARM_UP
Lift arm slightly,ARM_UP
Elevate arm a short distance,ARM_UP
Move arm up a couple of inches,ARM_UP
Raise arm ten inches,ARM_UP
Lift arm five centimeters,ARM_UP
Elevate arm twenty degrees,ARM_UP
Bring arm up thirty centimeters,ARM_UP
Move arm up fifty millimeters,ARM_UP
Slowly raise the manipulator,ARM_UP
Gently lift the mechanical arm,ARM_UP
Gradually elevate robot arm,ARM_UP
Smoothly bring arm up,ARM_UP
Initiate upward arm motion,ARM_UP
Start raising arm,ARM_UP
Begin lifting arm,ARM_UP
Activate arm elevation,ARM_UP
Execute arm lift,ARM_UP
Set arm movement to upward,ARM_UP
Raise arm until I say stop,ARM_UP
Keep lifting arm until further notice,ARM_UP
Continue elevating arm until it reaches the top,ARM_UP
Move arm up until the limit switch triggers,ARM_UP
Bring arm up until it clears the obstacle,ARM_UP
Raise arm continuously,ARM_UP
Lift arm indefinitely,ARM_UP
Extend arm upward,ARM_UP
Drive arm upward,ARM_UP
Keep driving arm up,ARM_UP
Adjust arm upward,ARM_UP
Shift arm upward,ARM_UP
Position arm higher,ARM_UP
Set arm to a higher position,ARM_UP
Change arm height to upper,ARM_UP
Move arm to the upper level,ARM_UP
Point arm upward,ARM_UP
Angle arm upward,ARM_UP
Tilt arm upward,ARM_UP
Swing arm upward,ARM_UP
Raise arm toward the ceiling,ARM_UP
Lift arm toward the shelf,ARM_UP
Elevate arm to the table height,ARM_UP
Bring arm up to the object level,ARM_UP
Move arm up into the view field,ARM_UP
Raise arm out of the way,ARM_UP
Lift arm clear of the ground,ARM_UP
Elevate arm to maximum height,ARM_UP
Bring arm up to home position,ARM_UP
Move arm to the top waypoint,ARM_UP
Hey robot please raise your arm,ARM_UP
Okay buddy arm up,ARM_UP
Can you please lift the arm now,ARM_UP
It is time to elevate the arm,ARM_UP
Let us move the arm up,ARM_UP
We need to bring the arm up,ARM_UP
You should raise your manipulator,ARM_UP
I would like you to lift the mechanical arm,ARM_UP
My request is for you to elevate the arm,ARM_UP
Your next task is to move the arm upward,ARM_UP
Command execute arm lift sequence,ARM_UP
Instruction set arm joints to elevate,ARM_UP
System initiate upward arm drive,ARM_UP
Robot raise arm to high position,ARM_UP
Raise arm at low speed,ARM_UP
Lift arm at medium speed,ARM_UP
Elevate arm at high speed,ARM_UP
Bring arm up at half speed,ARM_UP
Move arm up at full speed,ARM_UP
Raise arm at a steady pace,ARM_UP
Lift arm with constant velocity,ARM_UP
Elevate arm with positive acceleration,ARM_UP
Bring arm up smoothly,ARM_UP
Move arm up without stopping,ARM_UP
Raise arm once more,ARM_UP
Lift arm again,ARM_UP
Elevate arm another time,ARM_UP
Bring arm up as before,ARM_UP
Resume arm elevation,ARM_UP
Restart arm lift,ARM_UP
Continue your upward arm path,ARM_UP
Raise arm like you were doing,ARM_UP
Move arm vertically upward,ARM_UP
Lift arm along the vertical axis,ARM_UP
Elevate arm on this trajectory,ARM_UP
Bring arm up straight,ARM_UP
Travel arm upward in this direction,ARM_UP
Head arm upward toward the target,ARM_UP
Raise arm to clear the barrier,ARM_UP
Lift arm to avoid the box,ARM_UP
Elevate arm to reach the high shelf,ARM_UP
Bring arm up to grasp the handle,ARM_UP
Move arm up to position for pickup,ARM_UP
Please raise arm to get ready,ARM_UP
Lift arm to make room below,ARM_UP
Elevate arm to change perspective,ARM_UP
Bring arm up to scan the top,ARM_UP
Move arm up to inspect the sensor,ARM_UP
Raise arm to avoid dragging on floor,ARM_UP
Lift arm to secure the load,ARM_UP
Elevate arm to balance the body,ARM_UP
Bring arm up to standard height,ARM_UP
Move arm up to the next tier,ARM_UP
Raise arm until you cannot anymore,ARM_UP
Lift arm until it stops automatically,ARM_UP
Elevate arm until fully extended,ARM_UP
Bring arm up until vertical,ARM_UP
Move arm up until straight,ARM_UP
Raise arm to the ninety degree position,ARM_UP
Lift arm to the forty five degree angle,ARM_UP
Elevate arm to the high waypoint,ARM_UP
Bring arm up to the top marker,ARM_UP
Move arm up to the designated height,ARM_UP
Raise arm according to layout,ARM_UP
Lift arm as per schedule,ARM_UP
Elevate arm on the coordinate system,ARM_UP
Bring arm up based on instructions,ARM_UP
Move arm up to the specified level,ARM_UP
Raise arm toward the upper sensor,ARM_UP
Lift arm toward the top rail,ARM_UP
Elevate arm toward the overhead crane,ARM_UP
Bring arm up toward the ceiling light,ARM_UP
Move arm up toward the upper platform,ARM_UP
Raise arm into the high workspace,ARM_UP
Lift arm into the elevated zone,ARM_UP
Elevate arm into the top tier,ARM_UP
Bring arm up into the upper compartment,ARM_UP
Move arm up into the clean area,ARM_UP
Raise arm with small steps,ARM_UP
Lift arm with small increments,ARM_UP
Elevate arm with a gentle nudge,ARM_UP
Bring arm up by a millimeter,ARM_UP
Move arm up by an inch,ARM_UP
Raise arm one step,ARM_UP
Lift arm two steps,ARM_UP
Elevate arm three steps,ARM_UP
Bring arm up four steps,ARM_UP
Move arm up five steps,ARM_UP
Raise arm along the track,ARM_UP
Lift arm through the opening,ARM_UP
Elevate arm along the rail,ARM_UP
Bring arm up via the elevator mechanism,ARM_UP
Move arm up through the slot,ARM_UP
Arm down,ARM_DOWN
Lower arm,ARM_DOWN
Drop arm,ARM_DOWN
Descend arm,ARM_DOWN
Move arm down,ARM_DOWN
Bring arm down,ARM_DOWN
Lower the manipulator,ARM_DOWN
Drop the manipulator,ARM_DOWN
Descend the manipulator,ARM_DOWN
Move manipulator down,ARM_DOWN
Bring manipulator down,ARM_DOWN
Lower robot arm,ARM_DOWN
Drop robot arm,ARM_DOWN
Descend robot arm,ARM_DOWN
Move robot arm down,ARM_DOWN
Bring robot arm down,ARM_DOWN
Lower the mechanical arm,ARM_DOWN
Drop the mechanical arm,ARM_DOWN
Descend the mechanical arm,ARM_DOWN
Move mechanical arm down,ARM_DOWN
Bring mechanical arm down,ARM_DOWN
Please arm down,ARM_DOWN
Please lower arm,ARM_DOWN
Please drop arm,ARM_DOWN
Please descend arm,ARM_DOWN
Kindly move arm down,ARM_DOWN
Could you bring arm down,ARM_DOWN
Could you lower the manipulator,ARM_DOWN
Would you mind dropping the arm,ARM_DOWN
Can you descend the arm for me,ARM_DOWN
I need you to move arm down,ARM_DOWN
I want you to bring arm down,ARM_DOWN
Please continue lowering arm,ARM_DOWN
Keep dropping arm,ARM_DOWN
Keep descending arm,ARM_DOWN
Continue moving arm down,ARM_DOWN
Maintain downward arm movement,ARM_DOWN
Lower arm slowly,ARM_DOWN
Drop arm carefully,ARM_DOWN
Descend arm with caution,ARM_DOWN
Bring arm down gently,ARM_DOWN
Arm down a little bit,ARM_DOWN
Lower arm just a bit,ARM_DOWN
Drop arm slightly,ARM_DOWN
Descend arm a short distance,ARM_DOWN
Move arm down a couple of inches,ARM_DOWN
Lower arm ten inches,ARM_DOWN
Drop arm five centimeters,ARM_DOWN
Descend arm twenty degrees,ARM_DOWN
Bring arm down thirty centimeters,ARM_DOWN
Move arm down fifty millimeters,ARM_DOWN
Slowly lower the manipulator,ARM_DOWN
Gently drop the mechanical arm,ARM_DOWN
Gradually descend robot arm,ARM_DOWN
Smoothly bring arm down,ARM_DOWN
Initiate downward arm motion,ARM_DOWN
Start lowering arm,ARM_DOWN
Begin dropping arm,ARM_DOWN
Activate arm descent,ARM_DOWN
Execute arm drop,ARM_DOWN
Set arm movement to downward,ARM_DOWN
Lower arm until I say stop,ARM_DOWN
Keep dropping arm until further notice,ARM_DOWN
Continue descending arm until it reaches the floor,ARM_DOWN
Move arm down until the bottom limit switch triggers,ARM_DOWN
Bring arm down until it rests on the table,ARM_DOWN
Lower arm continuously,ARM_DOWN
Drop arm indefinitely,ARM_DOWN
Extend arm downward,ARM_DOWN
Drive arm downward,ARM_DOWN
Keep driving arm down,ARM_DOWN
Adjust arm downward,ARM_DOWN
Shift arm downward,ARM_DOWN
Position arm lower,ARM_DOWN
Set arm to a lower position,ARM_DOWN
Change arm height to lower,ARM_DOWN
Move arm to the lower level,ARM_DOWN
Point arm downward,ARM_DOWN
Angle arm downward,ARM_DOWN
Tilt arm downward,ARM_DOWN
Swing arm downward,ARM_DOWN
Lower arm toward the ground,ARM_DOWN
Drop arm toward the floor,ARM_DOWN
Descend arm to the basement level,ARM_DOWN
Bring arm down to the lowest point,ARM_DOWN
Move arm down into the storage bin,ARM_DOWN
Lower arm out of the high zone,ARM_DOWN
Drop arm clear of the ceiling,ARM_DOWN
Descend arm to minimum height,ARM_DOWN
Bring arm down to home position,ARM_DOWN
Move arm to the bottom waypoint,ARM_DOWN
Hey robot please lower your arm,ARM_DOWN
Okay buddy arm down,ARM_DOWN
Can you please drop the arm now,ARM_DOWN
It is time to descend the arm,ARM_DOWN
Let us move the arm down,ARM_DOWN
We need to bring the arm down,ARM_DOWN
You should lower your manipulator,ARM_DOWN
I would like you to drop the mechanical arm,ARM_DOWN
My request is for you to descend the arm,ARM_DOWN
Your next task is to move the arm downward,ARM_DOWN
Command execute arm lower sequence,ARM_DOWN
Instruction set arm joints to descend,ARM_DOWN
System initiate downward arm drive,ARM_DOWN
Robot lower arm to low position,ARM_DOWN
Lower arm at low speed,ARM_DOWN
Drop arm at medium speed,ARM_DOWN
Descend arm at high speed,ARM_DOWN
Bring arm down at half speed,ARM_DOWN
Move arm down at full speed,ARM_DOWN
Lower arm at a steady pace,ARM_DOWN
Drop arm with constant velocity,ARM_DOWN
Descend arm with positive acceleration,ARM_DOWN
Bring arm down smoothly,ARM_DOWN
Move arm down without stopping,ARM_DOWN
Lower arm once more,ARM_DOWN
Drop arm again,ARM_DOWN
Descend arm another time,ARM_DOWN
Bring arm down as before,ARM_DOWN
Resume arm descent,ARM_DOWN
Restart arm lower,ARM_DOWN
Continue your downward arm path,ARM_DOWN
Lower arm like you were doing,ARM_DOWN
Move arm vertically downward,ARM_DOWN
Drop arm along the vertical axis,ARM_DOWN
Descend arm on this trajectory,ARM_DOWN
Bring arm down straight,ARM_DOWN
Travel arm downward in this direction,ARM_DOWN
Head arm downward toward the ground,ARM_DOWN
Lower arm to place the object,ARM_DOWN
Drop arm to release tension,ARM_DOWN
Descend arm to reach the floor item,ARM_DOWN
Bring arm down to low profile,ARM_DOWN
Move arm down to position for packing,ARM_DOWN
Please lower arm to standby mode,ARM_DOWN
Drop arm to reduce height,ARM_DOWN
Descend arm to fit through the gate,ARM_DOWN
Bring arm down to safe level,ARM_DOWN
Move arm down to avoid hitting something,ARM_DOWN
Lower arm to reset the position,ARM_DOWN
Drop arm to rest configuration,ARM_DOWN
Descend arm to prepare for transit,ARM_DOWN
Bring arm down to lower deck,ARM_DOWN
Move arm down to the ground plane,ARM_DOWN
Lower arm until you cannot anymore,ARM_DOWN
Drop arm until it stops automatically,ARM_DOWN
Descend arm until fully compressed,ARM_DOWN
Bring arm down until horizontal,ARM_DOWN
Move arm down until flat,ARM_DOWN
Lower arm to the zero degree position,ARM_DOWN
Drop arm to the negative angle,ARM_DOWN
Descend arm to the low waypoint,ARM_DOWN
Bring arm down to the bottom marker,ARM_DOWN
Move arm down to the designated floor,ARM_DOWN
Lower arm according to layout,ARM_DOWN
Drop arm as per schedule,ARM_DOWN
Descend arm on the coordinate system,ARM_DOWN
Bring arm down based on instructions,ARM_DOWN
Move arm down to the specified level,ARM_DOWN
Lower arm toward the lower sensor,ARM_DOWN
Drop arm toward the conveyor belt,ARM_DOWN
Descend arm toward the work bench,ARM_DOWN
Bring arm down toward the floor mat,ARM_DOWN
Move arm down toward the dock,ARM_DOWN
Lower arm into the low workspace,ARM_DOWN
Drop arm into the container,ARM_DOWN
Descend arm into the tray,ARM_DOWN
Bring arm down into the slot,ARM_DOWN
Move arm down into the base cradle,ARM_DOWN
Lower arm with small steps,ARM_DOWN
Drop arm with small increments,ARM_DOWN
Descend arm with a gentle nudge,ARM_DOWN
Bring arm down by a millimeter,ARM_DOWN
Move arm down by an inch,ARM_DOWN
Lower arm one step,ARM_DOWN
Drop arm two steps,ARM_DOWN
Descend arm three steps,ARM_DOWN
Bring arm down four steps,ARM_DOWN
Move arm down five steps,ARM_DOWN
Lower arm along the track,ARM_DOWN
Drop arm through the opening,ARM_DOWN
Descend arm along the rail,ARM_DOWN
Bring arm down via gravity assist,ARM_DOWN
Move arm down through the channel,ARM_DOWN
Gripper open,GRIPPER_OPEN
Open gripper,GRIPPER_OPEN
Release gripper,GRIPPER_OPEN
Unclamp gripper,GRIPPER_OPEN
Spread gripper,GRIPPER_OPEN
Open claw,GRIPPER_OPEN
Release claw,GRIPPER_OPEN
Unclamp claw,GRIPPER_OPEN
Spread claw,GRIPPER_OPEN
Open hand,GRIPPER_OPEN
Release hand,GRIPPER_OPEN
Unclamp hand,GRIPPER_OPEN
Spread hand,GRIPPER_OPEN
Open the fingers,GRIPPER_OPEN
Release the fingers,GRIPPER_OPEN
Unclamp the fingers,GRIPPER_OPEN
Spread the fingers,GRIPPER_OPEN
Open the end effector,GRIPPER_OPEN
Release the end effector,GRIPPER_OPEN
Unclamp the end effector,GRIPPER_OPEN
Spread the end effector,GRIPPER_OPEN
Please gripper open,GRIPPER_OPEN
Please open gripper,GRIPPER_OPEN
Please release gripper,GRIPPER_OPEN
Please unclamp gripper,GRIPPER_OPEN
Kindly open the claw,GRIPPER_OPEN
Could you release the claw,GRIPPER_OPEN
Could you open the gripper jaws,GRIPPER_OPEN
Would you mind spreading the gripper,GRIPPER_OPEN
Can you open the hand for me,GRIPPER_OPEN
I need you to open gripper,GRIPPER_OPEN
I want you to release gripper,GRIPPER_OPEN
Please continue opening gripper,GRIPPER_OPEN
Keep opening gripper,GRIPPER_OPEN
Keep spreading gripper jaws,GRIPPER_OPEN
Continue unclamping gripper,GRIPPER_OPEN
Maintain opening motion on gripper,GRIPPER_OPEN
Open gripper slowly,GRIPPER_OPEN
Release gripper carefully,GRIPPER_OPEN
Unclamp gripper with caution,GRIPPER_OPEN
Spread gripper fingers gently,GRIPPER_OPEN
Gripper open a little bit,GRIPPER_OPEN
Open gripper just a bit,GRIPPER_OPEN
Release gripper slightly,GRIPPER_OPEN
Unclamp gripper a short distance,GRIPPER_OPEN
Spread gripper a couple of inches,GRIPPER_OPEN
Open gripper ten millimeters,GRIPPER_OPEN
Spread claw five centimeters,GRIPPER_OPEN
Open hand twenty percent,GRIPPER_OPEN
Release jaws thirty percent,GRIPPER_OPEN
Unclamp fingers fifty percent,GRIPPER_OPEN
Slowly open the end effector,GRIPPER_OPEN
Gently release the mechanical claw,GRIPPER_OPEN
Gradually unclamp robot hand,GRIPPER_OPEN
Smoothly spread gripper fingers,GRIPPER_OPEN
Initiate gripper opening,GRIPPER_OPEN
Start opening gripper,GRIPPER_OPEN
Begin releasing claw,GRIPPER_OPEN
Activate gripper unclamp,GRIPPER_OPEN
Execute claw spread,GRIPPER_OPEN
Set gripper state to open,GRIPPER_OPEN
Open gripper until I say stop,GRIPPER_OPEN
Keep opening gripper until further notice,GRIPPER_OPEN
Continue opening claw until fully widened,GRIPPER_OPEN
Unclamp gripper until the object drops,GRIPPER_OPEN
Spread gripper until the maximum width,GRIPPER_OPEN
Open gripper continuously,GRIPPER_OPEN
Spread claw indefinitely,GRIPPER_OPEN
Extend gripper jaws outward,GRIPPER_OPEN
Drive gripper to open state,GRIPPER_OPEN
Keep driving gripper open,GRIPPER_OPEN
Adjust gripper to open position,GRIPPER_OPEN
Shift gripper jaws apart,GRIPPER_OPEN
Position gripper wider,GRIPPER_OPEN
Set gripper to a wider stance,GRIPPER_OPEN
Change gripper state to fully open,GRIPPER_OPEN
Move gripper jaws to outer limit,GRIPPER_OPEN
Widening gripper fingers,GRIPPER_OPEN
Separate gripper jaws,GRIPPER_OPEN
Decompress gripper,GRIPPER_OPEN
Unlock gripper jaws,GRIPPER_OPEN
Disengage gripper,GRIPPER_OPEN
Open gripper to drop the part,GRIPPER_OPEN
Release claw to let go,GRIPPER_OPEN
Unclamp hand to drop the item,GRIPPER_OPEN
Spread fingers to release the tool,GRIPPER_OPEN
Open gripper to drop the payload,GRIPPER_OPEN
Release gripper to drop the package,GRIPPER_OPEN
Unclamp gripper to drop the cup,GRIPPER_OPEN
Spread gripper to drop the block,GRIPPER_OPEN
Open claw to drop the ball,GRIPPER_OPEN
Release hand to drop the pen,GRIPPER_OPEN
Hey robot please open your gripper,GRIPPER_OPEN
Okay buddy gripper open,GRIPPER_OPEN
Can you please release the claw now,GRIPPER_OPEN
It is time to unclamp the gripper,GRIPPER_OPEN
Let us spread the gripper jaws,GRIPPER_OPEN
We need to open the robot hand,GRIPPER_OPEN
You should release your end effector,GRIPPER_OPEN
I would like you to open the mechanical claw,GRIPPER_OPEN
My request is for you to unclamp the hand,GRIPPER_OPEN
Your next task is to open the gripper fingers,GRIPPER_OPEN
Command execute gripper open routine,GRIPPER_OPEN
Instruction set gripper to open mode,GRIPPER_OPEN
System initiate gripper release drive,GRIPPER_OPEN
Robot open gripper to maximum width,GRIPPER_OPEN
Open gripper at low speed,GRIPPER_OPEN
Release gripper at medium speed,GRIPPER_OPEN
Unclamp gripper at high speed,GRIPPER_OPEN
Spread gripper at half speed,GRIPPER_OPEN
Open claw at full speed,GRIPPER_OPEN
Open gripper at a steady pace,GRIPPER_OPEN
Release gripper with constant velocity,GRIPPER_OPEN
Unclamp gripper with positive acceleration,GRIPPER_OPEN
Spread gripper smoothly,GRIPPER_OPEN
Open hand without stopping,GRIPPER_OPEN
Open gripper once more,GRIPPER_OPEN
Release gripper again,GRIPPER_OPEN
Unclamp gripper another time,GRIPPER_OPEN
Spread gripper as before,GRIPPER_OPEN
Resume gripper opening,GRIPPER_OPEN
Restart gripper release,GRIPPER_OPEN
Continue your gripper open path,GRIPPER_OPEN
Open gripper like you were doing,GRIPPER_OPEN
Open gripper horizontally,GRIPPER_OPEN
Spread jaws along the lateral axis,GRIPPER_OPEN
Open claw on this trajectory,GRIPPER_OPEN
Release gripper straight,GRIPPER_OPEN
Open hand in this direction,GRIPPER_OPEN
Head gripper to open state toward target,GRIPPER_OPEN
Open gripper to prepare for pickup,GRIPPER_OPEN
Release claw to fit around the box,GRIPPER_OPEN
Unclamp hand to encompass the object,GRIPPER_OPEN
Spread fingers to get ready to grab,GRIPPER_OPEN
Open gripper to slide onto the rail,GRIPPER_OPEN
Please open gripper to clear the item,GRIPPER_OPEN
Release gripper to avoid binding,GRIPPER_OPEN
Unclamp gripper to allow free movement,GRIPPER_OPEN
Spread gripper to match object size,GRIPPER_OPEN
Open claw to check the mechanism,GRIPPER_OPEN
Release hand to reset the fingers,GRIPPER_OPEN
Unclamp gripper to test the motor,GRIPPER_OPEN
Spread jaws to full capacity,GRIPPER_OPEN
Open gripper to clear the workspace,GRIPPER_OPEN
Release gripper to verify empty state,GRIPPER_OPEN
Open gripper until you hit the stops,GRIPPER_OPEN
Release claw until sensor says clear,GRIPPER_OPEN
Unclamp hand until completely relaxed,GRIPPER_OPEN
Spread fingers until fully apart,GRIPPER_OPEN
Open gripper until zero pressure,GRIPPER_OPEN
Open gripper to the full width setting,GRIPPER_OPEN
Release claw to the wide position,GRIPPER_OPEN
Unclamp hand to the ready state,GRIPPER_OPEN
Spread gripper to the outer marker,GRIPPER_OPEN
Open gripper to the designated width,GRIPPER_OPEN
Open gripper according to specifications,GRIPPER_OPEN
Release claw as per calibration,GRIPPER_OPEN
Unclamp hand on the control layout,GRIPPER_OPEN
Spread gripper based on system settings,GRIPPER_OPEN
Open gripper to the prescribed distance,GRIPPER_OPEN
Open gripper toward the object edges,GRIPPER_OPEN
Release claw toward the exterior limits,GRIPPER_OPEN
Unclamp hand toward the side brackets,GRIPPER_OPEN
Spread gripper toward the boundary lines,GRIPPER_OPEN
Open gripper toward the guide pins,GRIPPER_OPEN
Open gripper into the open workspace,GRIPPER_OPEN
Release claw into the free zone,GRIPPER_OPEN
Unclamp hand into the standby state,GRIPPER_OPEN
Spread fingers into the wide configuration,GRIPPER_OPEN
Open gripper into the ready position,GRIPPER_OPEN
Open gripper with tiny movements,GRIPPER_OPEN
Release claw with small adjustments,GRIPPER_OPEN
Unclamp hand with a gentle release,GRIPPER_OPEN
Spread gripper by a tiny fraction,GRIPPER_OPEN
Open gripper by a small step,GRIPPER_OPEN
Open gripper one unit,GRIPPER_OPEN
Release claw two units,GRIPPER_OPEN
Unclamp hand three units,GRIPPER_OPEN
Spread gripper four units,GRIPPER_OPEN
Open gripper five units,GRIPPER_OPEN
Open gripper along the slide guide,GRIPPER_OPEN
Release claw through the latch mechanism,GRIPPER_OPEN
Unclamp hand along the knuckle joints,GRIPPER_OPEN
Spread gripper via the actuator arm,GRIPPER_OPEN
Open gripper through the motorized rack,GRIPPER_OPEN
Gripper close,GRIPPER_CLOSE
Close gripper,GRIPPER_CLOSE
Clamp gripper,GRIPPER_CLOSE
Grip gripper,GRIPPER_CLOSE
Grasp gripper,GRIPPER_CLOSE
Squeeze gripper,GRIPPER_CLOSE
Close claw,GRIPPER_CLOSE
Clamp claw,GRIPPER_CLOSE
Grip claw,GRIPPER_CLOSE
Grasp claw,GRIPPER_CLOSE
Squeeze claw,GRIPPER_CLOSE
Close hand,GRIPPER_CLOSE
Clamp hand,GRIPPER_CLOSE
Grip hand,GRIPPER_CLOSE
Grasp hand,GRIPPER_CLOSE
Squeeze hand,GRIPPER_CLOSE
Close the fingers,GRIPPER_CLOSE
Clamp the fingers,GRIPPER_CLOSE
Grip the fingers,GRIPPER_CLOSE
Grasp the fingers,GRIPPER_CLOSE
Squeeze the fingers,GRIPPER_CLOSE
Close the end effector,GRIPPER_CLOSE
Clamp the end effector,GRIPPER_CLOSE
Grip the end effector,GRIPPER_CLOSE
Grasp the end effector,GRIPPER_CLOSE
Squeeze the end effector,GRIPPER_CLOSE
Please gripper close,GRIPPER_CLOSE
Please close gripper,GRIPPER_CLOSE
Please clamp gripper,GRIPPER_CLOSE
Please grip gripper,GRIPPER_CLOSE
Kindly close the claw,GRIPPER_CLOSE
Could you grasp with the claw,GRIPPER_CLOSE
Could you close the gripper jaws,GRIPPER_CLOSE
Would you mind clamping the gripper,GRIPPER_CLOSE
Can you close the hand for me,GRIPPER_CLOSE
I need you to close gripper,GRIPPER_CLOSE
I want you to clamp gripper,GRIPPER_CLOSE
Please continue closing gripper,GRIPPER_CLOSE
Keep closing gripper,GRIPPER_CLOSE
Keep clamping gripper jaws,GRIPPER_CLOSE
Continue squeezing gripper,GRIPPER_CLOSE
Maintain closing motion on gripper,GRIPPER_CLOSE
Close gripper slowly,GRIPPER_CLOSE
Clamp gripper carefully,GRIPPER_CLOSE
Grip gripper with caution,GRIPPER_CLOSE
Squeeze gripper fingers gently,GRIPPER_CLOSE
Gripper close a little bit,GRIPPER_CLOSE
Close gripper just a bit,GRIPPER_CLOSE
Clamp gripper slightly,GRIPPER_CLOSE
Grip gripper a short distance,GRIPPER_CLOSE
Squeeze gripper a couple of inches,GRIPPER_CLOSE
Close gripper ten millimeters,GRIPPER_CLOSE
Clamp claw five centimeters,GRIPPER_CLOSE
Close hand twenty percent,GRIPPER_CLOSE
Clamp jaws thirty percent,GRIPPER_CLOSE
Squeeze fingers fifty percent,GRIPPER_CLOSE
Slowly close the end effector,GRIPPER_CLOSE
Gently clamp the mechanical claw,GRIPPER_CLOSE
Gradually grasp with robot hand,GRIPPER_CLOSE
Smoothly squeeze gripper fingers,GRIPPER_CLOSE
Initiate gripper closing,GRIPPER_CLOSE
Start closing gripper,GRIPPER_CLOSE
Begin clamping claw,GRIPPER_CLOSE
Activate gripper grip,GRIPPER_CLOSE
Execute claw grasp,GRIPPER_CLOSE
Set gripper state to closed,GRIPPER_CLOSE
Close gripper until I say stop,GRIPPER_CLOSE
Keep closing gripper until further notice,GRIPPER_CLOSE
Continue closing claw until fully tightened,GRIPPER_CLOSE
Clamp gripper until the object is secure,GRIPPER_CLOSE
Squeeze gripper until the force sensor triggers,GRIPPER_CLOSE
Close gripper continuously,GRIPPER_CLOSE
Clamp claw indefinitely,GRIPPER_CLOSE
Retract gripper jaws inward,GRIPPER_CLOSE
Drive gripper to close state,GRIPPER_CLOSE
